League,Date,Get,Pay,Value,Confidence,daysIntoLeague
Metamorph,2019-12-13,Chromatic Orb,Chaos Orb,0.12211,High,1
Metamorph,2019-12-14,Chromatic Orb,Chaos Orb,0.07119,High,2
Metamorph,2019-12-15,Chromatic Orb,Chaos Orb,0.11111,High,3
Metamorph,2019-12-16,Chromatic Orb,Chaos Orb,0.11765,High,4
Metamorph,2019-12-17,Chromatic Orb,Chaos Orb,0.10989,High,5
Metamorph,2019-12-18,Chromatic Orb,Chaos Orb,0.13222,High,6
Metamorph,2019-12-19,Chromatic Orb,Chaos Orb,0.12331,High,7
Metamorph,2019-12-20,Chromatic Orb,Chaos Orb,0.13444,High,8
Metamorph,2019-12-21,Chromatic Orb,Chaos Orb,0.15,High,9
Metamorph,2019-12-22,Chromatic Orb,Chaos Orb,0.14698,High,10
Metamorph,2019-12-23,Chromatic Orb,Chaos Orb,0.14085,High,11
Metamorph,2019-12-24,Chromatic Orb,Chaos Orb,0.14286,High,12
Metamorph,2019-12-25,Chromatic Orb,Chaos Orb,0.14286,High,13
Metamorph,2019-12-26,Chromatic Orb,Chaos Orb,0.1387,High,14
Metamorph,2019-12-27,Chromatic Orb,Chaos Orb,0.12779,High,15
Metamorph,2019-12-28,Chromatic Orb,Chaos Orb,0.12727,High,16
Metamorph,2019-12-29,Chromatic Orb,Chaos Orb,0.13636,High,17
Metamorph,2019-12-30,Chromatic Orb,Chaos Orb,0.14281,High,18
Metamorph,2019-12-31,Chromatic Orb,Chaos Orb,0.15,High,19
Metamorph,2020-01-01,Chromatic Orb,Chaos Orb,0.15873,High,20
Metamorph,2020-01-02,Chromatic Orb,Chaos Orb,0.15762,High,21
Metamorph,2020-01-03,Chromatic Orb,Chaos Orb,0.1453,High,22
Metamorph,2020-01-04,Chromatic Orb,Chaos Orb,0.13889,High,23
Metamorph,2020-01-05,Chromatic Orb,Chaos Orb,0.14286,High,24
Metamorph,2020-01-06,Chromatic Orb,Chaos Orb,0.14085,High,25
Metamorph,2020-01-07,Chromatic Orb,Chaos Orb,0.13684,High,26
Metamorph,2020-01-08,Chromatic Orb,Chaos Orb,0.13248,High,27
Metamorph,2020-01-09,Chromatic Orb,Chaos Orb,0.12821,High,28
Metamorph,2020-01-10,Chromatic Orb,Chaos Orb,0.125,High,29
Metamorph,2020-01-11,Chromatic Orb,Chaos Orb,0.12195,High,30
Metamorph,2020-01-12,Chromatic Orb,Chaos Orb,0.11111,High,31
Metamorph,2020-01-13,Chromatic Orb,Chaos Orb,0.10862,High,32
Metamorph,2020-01-14,Chromatic Orb,Chaos Orb,0.09496,High,33
Metamorph,2020-01-15,Chromatic Orb,Chaos Orb,0.09709,High,34
Metamorph,2020-01-16,Chromatic Orb,Chaos Orb,0.09174,High,35
Metamorph,2020-01-17,Chromatic Orb,Chaos Orb,0.09756,High,36
Metamorph,2020-01-18,Chromatic Orb,Chaos Orb,0.10714,High,37
Metamorph,2020-01-19,Chromatic Orb,Chaos Orb,0.1087,High,38
Metamorph,2020-01-20,Chromatic Orb,Chaos Orb,0.10849,High,39
Metamorph,2020-01-21,Chromatic Orb,Chaos Orb,0.1087,High,40
Metamorph,2020-01-22,Chromatic Orb,Chaos Orb,0.11111,High,41
Metamorph,2020-01-23,Chromatic Orb,Chaos Orb,0.11661,High,42
Metamorph,2020-01-24,Chromatic Orb,Chaos Orb,0.13333,High,43
Metamorph,2020-01-25,Chromatic Orb,Chaos Orb,0.16943,High,44
Metamorph,2020-01-26,Chromatic Orb,Chaos Orb,0.16667,High,45
Metamorph,2020-01-27,Chromatic Orb,Chaos Orb,0.14669,High,46
Metamorph,2020-01-28,Chromatic Orb,Chaos Orb,0.13762,High,47
Metamorph,2020-01-29,Chromatic Orb,Chaos Orb,0.13697,High,48
Metamorph,2020-01-30,Chromatic Orb,Chaos Orb,0.12821,High,49
Metamorph,2020-01-31,Chromatic Orb,Chaos Orb,0.12142,High,50
Metamorph,2020-02-01,Chromatic Orb,Chaos Orb,0.12148,High,51
Metamorph,2020-02-02,Chromatic Orb,Chaos Orb,0.12374,High,52
Metamorph,2020-02-03,Chromatic Orb,Chaos Orb,0.11392,High,53
Metamorph,2020-02-04,Chromatic Orb,Chaos Orb,0.10833,High,54
Metamorph,2020-02-05,Chromatic Orb,Chaos Orb,0.12572,High,55
Metamorph,2020-02-06,Chromatic Orb,Chaos Orb,0.13581,High,56
Metamorph,2020-02-07,Chromatic Orb,Chaos Orb,0.13213,High,57
Metamorph,2020-02-08,Chromatic Orb,Chaos Orb,0.12488,High,58
Metamorph,2020-02-09,Chromatic Orb,Chaos Orb,0.11882,High,59
Metamorph,2020-02-10,Chromatic Orb,Chaos Orb,0.10989,High,60
Metamorph,2020-02-11,Chromatic Orb,Chaos Orb,0.10101,High,61
Metamorph,2020-02-12,Chromatic Orb,Chaos Orb,0.09091,High,62
Metamorph,2020-02-13,Chromatic Orb,Chaos Orb,0.09244,High,63
Metamorph,2020-02-14,Chromatic Orb,Chaos Orb,0.11905,High,64
Metamorph,2020-02-15,Chromatic Orb,Chaos Orb,0.15407,High,65
Metamorph,2020-02-16,Chromatic Orb,Chaos Orb,0.19982,High,66
Metamorph,2020-02-17,Chromatic Orb,Chaos Orb,0.19702,High,67
Metamorph,2020-02-18,Chromatic Orb,Chaos Orb,0.2,High,68
Metamorph,2020-02-19,Chromatic Orb,Chaos Orb,0.19183,High,69
Metamorph,2020-02-20,Chromatic Orb,Chaos Orb,0.16667,High,70
Metamorph,2020-02-21,Chromatic Orb,Chaos Orb,0.15873,High,71
Metamorph,2020-02-22,Chromatic Orb,Chaos Orb,0.16574,High,72
Metamorph,2020-02-23,Chromatic Orb,Chaos Orb,0.15811,High,73
Metamorph,2020-02-24,Chromatic Orb,Chaos Orb,0.15823,High,74
Metamorph,2020-02-25,Chromatic Orb,Chaos Orb,0.15385,High,75
Metamorph,2020-02-26,Chromatic Orb,Chaos Orb,0.15846,High,76
Metamorph,2020-02-27,Chromatic Orb,Chaos Orb,0.1641,High,77
Metamorph,2020-02-28,Chromatic Orb,Chaos Orb,0.14493,High,78
Metamorph,2020-02-29,Chromatic Orb,Chaos Orb,0.13514,High,79
Metamorph,2020-03-01,Chromatic Orb,Chaos Orb,0.13262,High,80
Metamorph,2020-03-02,Chromatic Orb,Chaos Orb,0.12384,High,81
Metamorph,2020-03-03,Chromatic Orb,Chaos Orb,0.11765,High,83
Metamorph,2020-03-04,Chromatic Orb,Chaos Orb,0.11111,High,84
Metamorph,2020-03-05,Chromatic Orb,Chaos Orb,0.11916,High,85
Metamorph,2020-03-06,Chromatic Orb,Chaos Orb,0.12254,High,86
Metamorph,2020-03-07,Chromatic Orb,Chaos Orb,0.12195,High,87
Metamorph,2020-03-08,Chromatic Orb,Chaos Orb,0.12346,High,88
Metamorph,2020-03-09,Chromatic Orb,Chaos Orb,0.12487,High,89
Metamorph,2019-12-13,Orb of Fusing,Chaos Orb,0.5,High,1
Metamorph,2019-12-14,Orb of Fusing,Chaos Orb,0.22719,High,2
Metamorph,2019-12-15,Orb of Fusing,Chaos Orb,0.33333,High,3
Metamorph,2019-12-16,Orb of Fusing,Chaos Orb,0.43478,High,4
Metamorph,2019-12-17,Orb of Fusing,Chaos Orb,0.5,High,5
Metamorph,2019-12-18,Orb of Fusing,Chaos Orb,0.52632,High,6
Metamorph,2019-12-19,Orb of Fusing,Chaos Orb,0.5697,High,7
Metamorph,2019-12-20,Orb of Fusing,Chaos Orb,0.63158,High,8
Metamorph,2019-12-21,Orb of Fusing,Chaos Orb,0.64426,High,9
Metamorph,2019-12-22,Orb of Fusing,Chaos Orb,0.63152,High,10
Metamorph,2019-12-23,Orb of Fusing,Chaos Orb,0.63562,High,11
Metamorph,2019-12-24,Orb of Fusing,Chaos Orb,0.65,High,12
Metamorph,2019-12-25,Orb of Fusing,Chaos Orb,0.66667,High,13
Metamorph,2019-12-26,Orb of Fusing,Chaos Orb,0.64286,High,14
Metamorph,2019-12-27,Orb of Fusing,Chaos Orb,0.61564,High,15
Metamorph,2019-12-28,Orb of Fusing,Chaos Orb,0.61659,High,16
Metamorph,2019-12-29,Orb of Fusing,Chaos Orb,0.63449,High,17
Metamorph,2019-12-30,Orb of Fusing,Chaos Orb,0.625,High,18
Metamorph,2019-12-31,Orb of Fusing,Chaos Orb,0.61897,High,19
Metamorph,2020-01-01,Orb of Fusing,Chaos Orb,0.61217,High,20
Metamorph,2020-01-02,Orb of Fusing,Chaos Orb,0.5678,High,21
Metamorph,2020-01-03,Orb of Fusing,Chaos Orb,0.5,High,22
Metamorph,2020-01-04,Orb of Fusing,Chaos Orb,0.46948,High,23
Metamorph,2020-01-05,Orb of Fusing,Chaos Orb,0.46083,High,24
Metamorph,2020-01-06,Orb of Fusing,Chaos Orb,0.44092,High,25
Metamorph,2020-01-07,Orb of Fusing,Chaos Orb,0.4098,High,26
Metamorph,2020-01-08,Orb of Fusing,Chaos Orb,0.3897,High,27
Metamorph,2020-01-09,Orb of Fusing,Chaos Orb,0.38236,High,28
Metamorph,2020-01-10,Orb of Fusing,Chaos Orb,0.37892,High,29
Metamorph,2020-01-11,Orb of Fusing,Chaos Orb,0.36623,High,30
Metamorph,2020-01-12,Orb of Fusing,Chaos Orb,0.3347,High,31
Metamorph,2020-01-13,Orb of Fusing,Chaos Orb,0.31366,High,32
Metamorph,2020-01-14,Orb of Fusing,Chaos Orb,0.30792,High,33
Metamorph,2020-01-15,Orb of Fusing,Chaos Orb,0.30769,High,34
Metamorph,2020-01-16,Orb of Fusing,Chaos Orb,0.30303,High,35
Metamorph,2020-01-17,Orb of Fusing,Chaos Orb,0.29916,High,36
Metamorph,2020-01-18,Orb of Fusing,Chaos Orb,0.3084,High,37
Metamorph,2020-01-19,Orb of Fusing,Chaos Orb,0.3,High,38
Metamorph,2020-01-20,Orb of Fusing,Chaos Orb,0.29007,High,39
Metamorph,2020-01-21,Orb of Fusing,Chaos Orb,0.28492,High,40
Metamorph,2020-01-22,Orb of Fusing,Chaos Orb,0.27397,High,41
Metamorph,2020-01-23,Orb of Fusing,Chaos Orb,0.27686,High,42
Metamorph,2020-01-24,Orb of Fusing,Chaos Orb,0.28571,High,43
Metamorph,2020-01-25,Orb of Fusing,Chaos Orb,0.31818,High,44
Metamorph,2020-01-26,Orb of Fusing,Chaos Orb,0.30303,High,45
Metamorph,2020-01-27,Orb of Fusing,Chaos Orb,0.28936,High,46
Metamorph,2020-01-28,Orb of Fusing,Chaos Orb,0.28024,High,47
Metamorph,2020-01-29,Orb of Fusing,Chaos Orb,0.275,High,48
Metamorph,2020-01-30,Orb of Fusing,Chaos Orb,0.25806,High,49
Metamorph,2020-01-31,Orb of Fusing,Chaos Orb,0.24752,High,50
Metamorph,2020-02-01,Orb of Fusing,Chaos Orb,0.25,High,51
Metamorph,2020-02-02,Orb of Fusing,Chaos Orb,0.25907,High,52
Metamorph,2020-02-03,Orb of Fusing,Chaos Orb,0.26882,High,53
Metamorph,2020-02-04,Orb of Fusing,Chaos Orb,0.24876,High,54
Metamorph,2020-02-05,Orb of Fusing,Chaos Orb,0.26316,High,55
Metamorph,2020-02-06,Orb of Fusing,Chaos Orb,0.27577,High,56
Metamorph,2020-02-07,Orb of Fusing,Chaos Orb,0.26923,High,57
Metamorph,2020-02-08,Orb of Fusing,Chaos Orb,0.25764,High,58
Metamorph,2020-02-09,Orb of Fusing,Chaos Orb,0.25581,High,59
Metamorph,2020-02-10,Orb of Fusing,Chaos Orb,0.24876,High,60
Metamorph,2020-02-11,Orb of Fusing,Chaos Orb,0.23799,High,61
Metamorph,2020-02-12,Orb of Fusing,Chaos Orb,0.2439,High,62
Metamorph,2020-02-13,Orb of Fusing,Chaos Orb,0.25586,High,63
Metamorph,2020-02-14,Orb of Fusing,Chaos Orb,0.28571,High,64
Metamorph,2020-02-15,Orb of Fusing,Chaos Orb,0.33333,High,65
Metamorph,2020-02-16,Orb of Fusing,Chaos Orb,0.33669,High,66
Metamorph,2020-02-17,Orb of Fusing,Chaos Orb,0.34363,High,67
Metamorph,2020-02-18,Orb of Fusing,Chaos Orb,0.33333,High,68
Metamorph,2020-02-19,Orb of Fusing,Chaos Orb,0.32787,High,69
Metamorph,2020-02-20,Orb of Fusing,Chaos Orb,0.31746,High,70
Metamorph,2020-02-21,Orb of Fusing,Chaos Orb,0.30289,High,71
Metamorph,2020-02-22,Orb of Fusing,Chaos Orb,0.30936,High,72
Metamorph,2020-02-23,Orb of Fusing,Chaos Orb,0.3125,High,73
Metamorph,2020-02-24,Orb of Fusing,Chaos Orb,0.31526,High,74
Metamorph,2020-02-25,Orb of Fusing,Chaos Orb,0.31595,High,75
Metamorph,2020-02-26,Orb of Fusing,Chaos Orb,0.32258,High,76
Metamorph,2020-02-27,Orb of Fusing,Chaos Orb,0.32258,High,77
Metamorph,2020-02-28,Orb of Fusing,Chaos Orb,0.3222,High,78
Metamorph,2020-02-29,Orb of Fusing,Chaos Orb,0.31728,High,79
Metamorph,2020-03-01,Orb of Fusing,Chaos Orb,0.3125,High,80
Metamorph,2020-03-02,Orb of Fusing,Chaos Orb,0.31,High,81
Metamorph,2020-03-03,Orb of Fusing,Chaos Orb,0.29849,High,83
Metamorph,2020-03-04,Orb of Fusing,Chaos Orb,0.29412,High,84
Metamorph,2020-03-05,Orb of Fusing,Chaos Orb,0.31,High,85
Metamorph,2020-03-06,Orb of Fusing,Chaos Orb,0.30174,High,86
Metamorph,2020-03-07,Orb of Fusing,Chaos Orb,0.31201,High,87
Metamorph,2020-03-08,Orb of Fusing,Chaos Orb,0.30207,High,88
Metamorph,2020-03-09,Orb of Fusing,Chaos Orb,0.32207,High,89
Metamorph,2019-12-13,Orb of Alchemy,Chaos Orb,0.3647,High,1
Metamorph,2019-12-14,Orb of Alchemy,Chaos Orb,0.3325,High,2
Metamorph,2019-12-15,Orb of Alchemy,Chaos Orb,0.33333,High,3
Metamorph,2019-12-16,Orb of Alchemy,Chaos Orb,0.45439,High,4
Metamorph,2019-12-17,Orb of Alchemy,Chaos Orb,0.5,High,5
Metamorph,2019-12-18,Orb of Alchemy,Chaos Orb,0.52632,High,6
Metamorph,2019-12-19,Orb of Alchemy,Chaos Orb,0.52696,High,7
Metamorph,2019-12-20,Orb of Alchemy,Chaos Orb,0.52632,High,8
Metamorph,2019-12-21,Orb of Alchemy,Chaos Orb,0.51724,High,9
Metamorph,2019-12-22,Orb of Alchemy,Chaos Orb,0.47619,High,10
Metamorph,2019-12-23,Orb of Alchemy,Chaos Orb,0.43396,High,11
Metamorph,2019-12-24,Orb of Alchemy,Chaos Orb,0.37037,High,12
Metamorph,2019-12-25,Orb of Alchemy,Chaos Orb,0.33333,High,13
Metamorph,2019-12-26,Orb of Alchemy,Chaos Orb,0.31298,High,14
Metamorph,2019-12-27,Orb of Alchemy,Chaos Orb,0.29412,High,15
Metamorph,2019-12-28,Orb of Alchemy,Chaos Orb,0.27778,High,16
Metamorph,2019-12-29,Orb of Alchemy,Chaos Orb,0.27778,High,17
Metamorph,2019-12-30,Orb of Alchemy,Chaos Orb,0.26087,High,18
Metamorph,2019-12-31,Orb of Alchemy,Chaos Orb,0.26087,High,19
Metamorph,2020-01-01,Orb of Alchemy,Chaos Orb,0.25926,High,20
Metamorph,2020-01-02,Orb of Alchemy,Chaos Orb,0.2381,High,21
Metamorph,2020-01-03,Orb of Alchemy,Chaos Orb,0.22451,High,22
Metamorph,2020-01-04,Orb of Alchemy,Chaos Orb,0.20561,High,23
Metamorph,2020-01-05,Orb of Alchemy,Chaos Orb,0.20784,High,24
Metamorph,2020-01-06,Orb of Alchemy,Chaos Orb,0.19894,High,25
Metamorph,2020-01-07,Orb of Alchemy,Chaos Orb,0.17857,High,26
Metamorph,2020-01-08,Orb of Alchemy,Chaos Orb,0.16667,High,27
Metamorph,2020-01-09,Orb of Alchemy,Chaos Orb,0.16667,High,28
Metamorph,2020-01-10,Orb of Alchemy,Chaos Orb,0.16667,High,29
Metamorph,2020-01-11,Orb of Alchemy,Chaos Orb,0.16098,High,30
Metamorph,2020-01-12,Orb of Alchemy,Chaos Orb,0.15447,High,31
Metamorph,2020-01-13,Orb of Alchemy,Chaos Orb,0.14286,High,32
Metamorph,2020-01-14,Orb of Alchemy,Chaos Orb,0.14286,High,33
Metamorph,2020-01-15,Orb of Alchemy,Chaos Orb,0.15323,High,34
Metamorph,2020-01-16,Orb of Alchemy,Chaos Orb,0.15141,High,35
Metamorph,2020-01-17,Orb of Alchemy,Chaos Orb,0.16667,High,36
Metamorph,2020-01-18,Orb of Alchemy,Chaos Orb,0.18182,High,37
Metamorph,2020-01-19,Orb of Alchemy,Chaos Orb,0.18323,High,38
Metamorph,2020-01-20,Orb of Alchemy,Chaos Orb,0.16627,High,39
Metamorph,2020-01-21,Orb of Alchemy,Chaos Orb,0.18155,High,40
Metamorph,2020-01-22,Orb of Alchemy,Chaos Orb,0.16248,High,41
Metamorph,2020-01-23,Orb of Alchemy,Chaos Orb,0.16667,High,42
Metamorph,2020-01-24,Orb of Alchemy,Chaos Orb,0.16667,High,43
Metamorph,2020-01-25,Orb of Alchemy,Chaos Orb,0.1968,High,44
Metamorph,2020-01-26,Orb of Alchemy,Chaos Orb,0.17926,High,45
Metamorph,2020-01-27,Orb of Alchemy,Chaos Orb,0.17812,High,46
Metamorph,2020-01-28,Orb of Alchemy,Chaos Orb,0.16667,High,47
Metamorph,2020-01-29,Orb of Alchemy,Chaos Orb,0.16667,High,48
Metamorph,2020-01-30,Orb of Alchemy,Chaos Orb,0.15385,High,49
Metamorph,2020-01-31,Orb of Alchemy,Chaos Orb,0.14899,High,50
Metamorph,2020-02-01,Orb of Alchemy,Chaos Orb,0.15056,High,51
Metamorph,2020-02-02,Orb of Alchemy,Chaos Orb,0.15584,High,52
Metamorph,2020-02-03,Orb of Alchemy,Chaos Orb,0.14821,High,53
Metamorph,2020-02-04,Orb of Alchemy,Chaos Orb,0.14306,High,54
Metamorph,2020-02-05,Orb of Alchemy,Chaos Orb,0.15385,High,55
Metamorph,2020-02-06,Orb of Alchemy,Chaos Orb,0.16015,High,56
Metamorph,2020-02-07,Orb of Alchemy,Chaos Orb,0.14969,High,57
Metamorph,2020-02-08,Orb of Alchemy,Chaos Orb,0.16177,High,58
Metamorph,2020-02-09,Orb of Alchemy,Chaos Orb,0.17655,High,59
Metamorph,2020-02-10,Orb of Alchemy,Chaos Orb,0.16667,High,60
Metamorph,2020-02-11,Orb of Alchemy,Chaos Orb,0.16656,High,61
Metamorph,2020-02-12,Orb of Alchemy,Chaos Orb,0.16594,High,62
Metamorph,2020-02-13,Orb of Alchemy,Chaos Orb,0.16308,High,63
Metamorph,2020-02-14,Orb of Alchemy,Chaos Orb,0.16667,High,64
Metamorph,2020-02-15,Orb of Alchemy,Chaos Orb,0.16667,High,65
Metamorph,2020-02-16,Orb of Alchemy,Chaos Orb,0.1904,High,66
Metamorph,2020-02-17,Orb of Alchemy,Chaos Orb,0.17241,High,67
Metamorph,2020-02-18,Orb of Alchemy,Chaos Orb,0.2,High,68
Metamorph,2020-02-19,Orb of Alchemy,Chaos Orb,0.18182,High,69
Metamorph,2020-02-20,Orb of Alchemy,Chaos Orb,0.18182,High,70
Metamorph,2020-02-21,Orb of Alchemy,Chaos Orb,0.18182,High,71
Metamorph,2020-02-22,Orb of Alchemy,Chaos Orb,0.18018,High,72
Metamorph,2020-02-23,Orb of Alchemy,Chaos Orb,0.18181,High,73
Metamorph,2020-02-24,Orb of Alchemy,Chaos Orb,0.19134,High,74
Metamorph,2020-02-25,Orb of Alchemy,Chaos Orb,0.18182,High,75
Metamorph,2020-02-26,Orb of Alchemy,Chaos Orb,0.18893,High,76
Metamorph,2020-02-27,Orb of Alchemy,Chaos Orb,0.17988,High,77
Metamorph,2020-02-28,Orb of Alchemy,Chaos Orb,0.17706,High,78
Metamorph,2020-02-29,Orb of Alchemy,Chaos Orb,0.17707,High,79
Metamorph,2020-03-01,Orb of Alchemy,Chaos Orb,0.18366,High,80
Metamorph,2020-03-02,Orb of Alchemy,Chaos Orb,0.16964,High,81
Metamorph,2020-03-03,Orb of Alchemy,Chaos Orb,0.17544,High,83
Metamorph,2020-03-04,Orb of Alchemy,Chaos Orb,0.18283,High,84
Metamorph,2020-03-05,Orb of Alchemy,Chaos Orb,0.16798,High,85
Metamorph,2020-03-06,Orb of Alchemy,Chaos Orb,0.16667,High,86
Metamorph,2020-03-07,Orb of Alchemy,Chaos Orb,0.16667,High,87
Metamorph,2020-03-08,Orb of Alchemy,Chaos Orb,0.16667,High,88
Metamorph,2020-03-09,Orb of Alchemy,Chaos Orb,0.16667,High,89
Metamorph,2019-12-13,Orb of Alteration,Chaos Orb,0.2,High,1
Metamorph,2019-12-14,Orb of Alteration,Chaos Orb,0.05263,High,2
Metamorph,2019-12-15,Orb of Alteration,Chaos Orb,0.06579,High,3
Metamorph,2019-12-16,Orb of Alteration,Chaos Orb,0.06898,High,4
Metamorph,2019-12-17,Orb of Alteration,Chaos Orb,0.07734,High,5
Metamorph,2019-12-18,Orb of Alteration,Chaos Orb,0.09922,High,6
Metamorph,2019-12-19,Orb of Alteration,Chaos Orb,0.1,High,7
Metamorph,2019-12-20,Orb of Alteration,Chaos Orb,0.10481,High,8
Metamorph,2019-12-21,Orb of Alteration,Chaos Orb,0.11538,High,9
Metamorph,2019-12-22,Orb of Alteration,Chaos Orb,0.10974,High,10
Metamorph,2019-12-23,Orb of Alteration,Chaos Orb,0.10417,High,11
Metamorph,2019-12-24,Orb of Alteration,Chaos Orb,0.11111,High,12
Metamorph,2019-12-25,Orb of Alteration,Chaos Orb,0.11111,High,13
Metamorph,2019-12-26,Orb of Alteration,Chaos Orb,0.11311,High,14
Metamorph,2019-12-27,Orb of Alteration,Chaos Orb,0.11756,High,15
Metamorph,2019-12-28,Orb of Alteration,Chaos Orb,0.12163,High,16
Metamorph,2019-12-29,Orb of Alteration,Chaos Orb,0.13186,High,17
Metamorph,2019-12-30,Orb of Alteration,Chaos Orb,0.13868,High,18
Metamorph,2019-12-31,Orb of Alteration,Chaos Orb,0.15385,High,19
Metamorph,2020-01-01,Orb of Alteration,Chaos Orb,0.15385,High,20
Metamorph,2020-01-02,Orb of Alteration,Chaos Orb,0.15607,High,21
Metamorph,2020-01-03,Orb of Alteration,Chaos Orb,0.14286,High,22
Metamorph,2020-01-04,Orb of Alteration,Chaos Orb,0.14286,High,23
Metamorph,2020-01-05,Orb of Alteration,Chaos Orb,0.1536,High,24
Metamorph,2020-01-06,Orb of Alteration,Chaos Orb,0.14706,High,25
Metamorph,2020-01-07,Orb of Alteration,Chaos Orb,0.14676,High,26
Metamorph,2020-01-08,Orb of Alteration,Chaos Orb,0.13889,High,27
Metamorph,2020-01-09,Orb of Alteration,Chaos Orb,0.125,High,28
Metamorph,2020-01-10,Orb of Alteration,Chaos Orb,0.12195,High,29
Metamorph,2020-01-11,Orb of Alteration,Chaos Orb,0.11111,High,30
Metamorph,2020-01-12,Orb of Alteration,Chaos Orb,0.10742,High,31
Metamorph,2020-01-13,Orb of Alteration,Chaos Orb,0.11111,High,32
Metamorph,2020-01-14,Orb of Alteration,Chaos Orb,0.11111,High,33
Metamorph,2020-01-15,Orb of Alteration,Chaos Orb,0.13044,High,34
Metamorph,2020-01-16,Orb of Alteration,Chaos Orb,0.13374,High,35
Metamorph,2020-01-17,Orb of Alteration,Chaos Orb,0.14286,High,36
Metamorph,2020-01-18,Orb of Alteration,Chaos Orb,0.15152,High,37
Metamorph,2020-01-19,Orb of Alteration,Chaos Orb,0.14286,High,38
Metamorph,2020-01-20,Orb of Alteration,Chaos Orb,0.141,High,39
Metamorph,2020-01-21,Orb of Alteration,Chaos Orb,0.13889,High,40
Metamorph,2020-01-22,Orb of Alteration,Chaos Orb,0.14286,High,41
Metamorph,2020-01-23,Orb of Alteration,Chaos Orb,0.1491,High,42
Metamorph,2020-01-24,Orb of Alteration,Chaos Orb,0.16,High,43
Metamorph,2020-01-25,Orb of Alteration,Chaos Orb,0.17169,High,44
Metamorph,2020-01-26,Orb of Alteration,Chaos Orb,0.17241,High,45
Metamorph,2020-01-27,Orb of Alteration,Chaos Orb,0.16141,High,46
Metamorph,2020-01-28,Orb of Alteration,Chaos Orb,0.15836,High,47
Metamorph,2020-01-29,Orb of Alteration,Chaos Orb,0.16667,High,48
Metamorph,2020-01-30,Orb of Alteration,Chaos Orb,0.15152,High,49
Metamorph,2020-01-31,Orb of Alteration,Chaos Orb,0.14925,High,50
Metamorph,2020-02-01,Orb of Alteration,Chaos Orb,0.14781,High,51
Metamorph,2020-02-02,Orb of Alteration,Chaos Orb,0.14706,High,52
Metamorph,2020-02-03,Orb of Alteration,Chaos Orb,0.12469,High,53
Metamorph,2020-02-04,Orb of Alteration,Chaos Orb,0.1127,High,54
Metamorph,2020-02-05,Orb of Alteration,Chaos Orb,0.12819,High,55
Metamorph,2020-02-06,Orb of Alteration,Chaos Orb,0.13803,High,56
Metamorph,2020-02-07,Orb of Alteration,Chaos Orb,0.13889,High,57
Metamorph,2020-02-08,Orb of Alteration,Chaos Orb,0.13333,High,58
Metamorph,2020-02-09,Orb of Alteration,Chaos Orb,0.125,High,59
Metamorph,2020-02-10,Orb of Alteration,Chaos Orb,0.11765,High,60
Metamorph,2020-02-11,Orb of Alteration,Chaos Orb,0.11379,High,61
Metamorph,2020-02-12,Orb of Alteration,Chaos Orb,0.11111,High,62
Metamorph,2020-02-13,Orb of Alteration,Chaos Orb,0.11667,High,63
Metamorph,2020-02-14,Orb of Alteration,Chaos Orb,0.1396,High,64
Metamorph,2020-02-15,Orb of Alteration,Chaos Orb,0.15979,High,65
Metamorph,2020-02-16,Orb of Alteration,Chaos Orb,0.19608,High,66
Metamorph,2020-02-17,Orb of Alteration,Chaos Orb,0.19598,High,67
Metamorph,2020-02-18,Orb of Alteration,Chaos Orb,0.19551,High,68
Metamorph,2020-02-19,Orb of Alteration,Chaos Orb,0.18182,High,69
Metamorph,2020-02-20,Orb of Alteration,Chaos Orb,0.16667,High,70
Metamorph,2020-02-21,Orb of Alteration,Chaos Orb,0.15977,High,71
Metamorph,2020-02-22,Orb of Alteration,Chaos Orb,0.16129,High,72
Metamorph,2020-02-23,Orb of Alteration,Chaos Orb,0.15625,High,73
Metamorph,2020-02-24,Orb of Alteration,Chaos Orb,0.15994,High,74
Metamorph,2020-02-25,Orb of Alteration,Chaos Orb,0.15385,High,75
Metamorph,2020-02-26,Orb of Alteration,Chaos Orb,0.16353,High,76
Metamorph,2020-02-27,Orb of Alteration,Chaos Orb,0.16393,High,77
Metamorph,2020-02-28,Orb of Alteration,Chaos Orb,0.16129,High,78
Metamorph,2020-02-29,Orb of Alteration,Chaos Orb,0.13699,High,79
Metamorph,2020-03-01,Orb of Alteration,Chaos Orb,0.13158,High,80
Metamorph,2020-03-02,Orb of Alteration,Chaos Orb,0.125,High,81
Metamorph,2020-03-03,Orb of Alteration,Chaos Orb,0.12422,High,83
Metamorph,2020-03-04,Orb of Alteration,Chaos Orb,0.12422,High,84
Metamorph,2020-03-05,Orb of Alteration,Chaos Orb,0.12422,High,85
Metamorph,2020-03-06,Orb of Alteration,Chaos Orb,0.12469,High,86
Metamorph,2020-03-07,Orb of Alteration,Chaos Orb,0.125,High,87
Metamorph,2020-03-08,Orb of Alteration,Chaos Orb,0.125,High,88
Metamorph,2020-03-09,Orb of Alteration,Chaos Orb,0.14005,High,89
Metamorph,2019-12-13,Orb of Transmutation,Chaos Orb,0.25,High,1
Metamorph,2019-12-14,Orb of Transmutation,Chaos Orb,0.08333,High,2
Metamorph,2019-12-15,Orb of Transmutation,Chaos Orb,0.07561,High,3
Metamorph,2019-12-16,Orb of Transmutation,Chaos Orb,0.06667,High,4
